index,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,feature107,feature108,feature109,feature110,feature111,feature112,feature113,feature114,feature115,feature116
659,0.150228,-0.005513,-0.049618,0.407517,0.962361,-0.227251,-0.117822,-1.082546,-0.981808,0.271485,0.418477,-0.29553,-1.296861,-0.942331,-0.749472,0.073445,0.069186,0.632055,0.632055,0.632055,0.632055,0.632055,0.632055,0.632055,0.632055,0.632055,0.632055,0.632055,0.632055,0.548384,0.317003,0.052424,-0.447799,-0.240923,-0.700868,0.311953,-0.72621,-0.009022,0.059837,-0.485385,1.846168,0.190719,1.948202,0.717645,0.569147,0.056887,0.833188,0.833188,0.833188,0.833188,0.833188,0.833188,0.833188,0.833188,0.833188,0.833188,0.833188,0.833188,0.337902,-0.005931,0.092379,-0.144592,-0.984801,-0.015369,-0.675421,-1.030132,0.090457,-0.219388,-0.74783,-0.101128,0.375569,-0.506958,-0.441305,-0.817743,-0.79462,0.418578,0.418578,0.418578,0.418578,0.418578,0.418578,0.418578,0.418578,0.418578,0.418578,0.418578,0.418578,2.256282,1.633358,1.524412,-0.027629,-0.056236,0.108146,-0.892724,-0.970518,-0.052576,-0.844092,-0.879005,1.160878,0.051942,-0.029638,-0.156515,-0.350932,-0.105367,0.299484,0.299484,0.299484,0.299484,0.299484,0.299484,0.299484,0.299484,0.299484,0.299484,0.299484,0.299484
660,-0.360705,-0.419602,1.772087,0.006076,0.445241,-0.76767,0.54758,-0.179669,0.516694,-0.099504,-0.407392,-0.426975,-0.3308,0.508083,1.010885,0.337389,0.894943,-0.622838,-0.622838,-0.622838,-0.622838,-0.622838,-0.622838,-0.622838,-0.622838,-0.622838,-0.622838,-0.622838,-0.622838,0.408977,0.351598,2.564389,0.268043,-0.083444,0.159307,0.392564,0.709734,2.049043,1.165068,0.178107,-0.060554,-0.983924,-0.440143,-0.218239,-0.434516,0.016643,-0.655955,-0.655955,-0.655955,-0.655955,-0.655955,-0.655955,-0.655955,-0.655955,-0.655955,-0.655955,-0.655955,-0.655955,0.186919,0.462388,1.167748,-0.056037,-0.099152,0.509929,1.495166,0.086236,1.181341,0.281025,-0.300675,-0.86027,-0.866014,-0.893818,-0.872435,-1.133881,-0.757243,-0.612068,-0.612068,-0.612068,-0.612068,-0.612068,-0.612068,-0.612068,-0.612068,-0.612068,-0.612068,-0.612068,-0.612068,0.362292,0.389526,-0.196369,5.174463,1.267556,0.347877,0.910933,0.880535,1.95482,0.889472,0.033122,-0.233746,-0.954142,-0.792361,-0.67485,-0.942023,-0.690518,-0.613329,-0.613329,-0.613329,-0.613329,-0.613329,-0.613329,-0.613329,-0.613329,-0.613329,-0.613329,-0.613329,-0.613329
661,1.408694,0.848795,0.321839,-0.106039,-0.011393,-1.071927,1.549514,-0.925237,-0.003283,0.582561,-0.458676,1.002658,1.464411,0.15343,0.310369,-0.249966,-0.364051,-0.587952,-0.587952,-0.587952,-0.587952,-0.587952,-0.587952,-0.587952,-0.587952,-0.587952,-0.587952,-0.587952,-0.587952,1.255162,1.354004,-0.0204,0.100809,0.432322,0.937035,0.51758,-0.061739,0.824407,1.415397,2.515505,7.117363,5.364158,2.964084,3.752095,5.17988,2.373952,-0.669887,-0.669887,-0.669887,-0.669887,-0.669887,-0.669887,-0.669887,-0.669887,-0.669887,-0.669887,-0.669887,-0.669887,0.234402,-0.522659,-0.961064,-1.07413,-0.136014,0.257579,-0.053808,-0.147768,0.187665,0.402435,1.609139,4.132745,2.420336,1.244322,1.611898,2.093035,1.211695,-0.628384,-0.628384,-0.628384,-0.628384,-0.628384,-0.628384,-0.628384,-0.628384,-0.628384,-0.628384,-0.628384,-0.628384,-0.371509,-0.383363,-0.167534,-0.127212,0.866627,0.010553,-0.141457,-0.166111,-0.666638,0.257639,1.96343,8.329566,4.327078,1.974125,3.022572,3.235157,1.698794,-0.750149,-0.750149,-0.750149,-0.750149,-0.750149,-0.750149,-0.750149,-0.750149,-0.750149,-0.750149,-0.750149,-0.750149
662,8.587176,7.720507,4.251275,-0.463424,-2.856397,-1.491627,1.682206,0.634537,0.949084,0.204179,0.925311,0.220051,-0.17767,-0.422943,0.052765,-0.390191,0.20885,-0.759307,-0.759307,-0.759307,-0.759307,-0.759307,-0.759307,-0.759307,-0.759307,-0.759307,-0.759307,-0.759307,-0.759307,5.197529,6.046712,0.553582,-1.094437,-1.448554,-0.82472,-0.76091,-0.81635,-0.948599,-0.828848,-0.71143,-0.923223,-0.051084,-0.253602,-0.192781,-0.469778,-0.189773,-0.823135,-0.823135,-0.823135,-0.823135,-0.823135,-0.823135,-0.823135,-0.823135,-0.823135,-0.823135,-0.823135,-0.823135,3.667299,2.270326,-0.504672,-0.062203,-0.4291,-0.53549,-0.598268,-0.869813,-0.713474,-1.19392,-0.714129,-0.840194,-0.592109,-0.264412,-0.115513,-0.430962,-0.175535,-0.727642,-0.727642,-0.727642,-0.727642,-0.727642,-0.727642,-0.727642,-0.727642,-0.727642,-0.727642,-0.727642,-0.727642,0.716696,-0.658753,0.045627,-0.053112,-1.518941,-1.705724,-1.131126,-0.91515,-1.192948,-1.248826,-1.259933,-1.113464,-0.382071,-0.611657,-0.503615,-0.967185,-0.607634,-0.784865,-0.784865,-0.784865,-0.784865,-0.784865,-0.784865,-0.784865,-0.784865,-0.784865,-0.784865,-0.784865,-0.784865
664,-0.678896,-0.647264,-0.132583,-0.065372,0.710085,-0.271471,0.037018,1.18786,0.308325,-0.332924,0.236184,0.624089,-0.371288,-0.419931,-0.455103,-0.448513,-0.325311,0.30371,0.30371,0.30371,0.30371,0.30371,0.30371,0.30371,0.30371,0.30371,0.30371,0.30371,0.30371,-0.438061,-0.269359,0.758742,-0.567174,0.217197,-0.156848,0.605416,0.142884,-0.314711,-0.345477,-0.471637,-0.646959,-0.734588,-0.349514,-0.430886,-0.607469,-0.140473,0.413689,0.413689,0.413689,0.413689,0.413689,0.413689,0.413689,0.413689,0.413689,0.413689,0.413689,0.413689,-0.732842,0.027615,0.096378,0.204301,0.238683,-0.735407,-0.574003,-0.370887,-0.883588,-0.440568,-0.921594,-0.555825,-0.582487,-0.505211,-0.427793,-0.318765,-0.296783,-0.036919,-0.036919,-0.036919,-0.036919,-0.036919,-0.036919,-0.036919,-0.036919,-0.036919,-0.036919,-0.036919,-0.036919,-0.719812,0.094134,1.260053,-0.157053,0.179063,-0.698087,0.07447,0.568041,-0.840505,-0.669894,-1.020423,-1.074919,-0.82854,-0.743534,-0.453353,-0.677053,-0.540199,-0.004787,-0.004787,-0.004787,-0.004787,-0.004787,-0.004787,-0.004787,-0.004787,-0.004787,-0.004787,-0.004787,-0.004787
666,-0.768392,-0.352139,0.526915,2.447477,0.136452,0.623722,0.423794,1.339318,-1.875873,0.825042,0.857676,0.841222,0.657639,1.144402,-0.08489,0.168194,-0.257807,-0.19599,-0.19599,-0.19599,-0.19599,-0.19599,-0.19599,-0.19599,-0.19599,-0.19599,-0.19599,-0.19599,-0.19599,-0.255291,0.070733,1.705305,3.983218,1.63889,2.055509,1.833868,1.481379,1.756638,1.648428,1.030231,1.190913,1.76831,1.242949,0.656005,1.238198,1.048585,-0.186922,-0.186922,-0.186922,-0.186922,-0.186922,-0.186922,-0.186922,-0.186922,-0.186922,-0.186922,-0.186922,-0.186922,-0.557056,0.7294,0.956924,3.215142,1.149696,0.517185,-0.191338,0.758817,2.541005,0.468941,1.165692,0.371557,0.71561,0.657911,0.012877,-0.056067,0.048907,-0.147054,-0.147054,-0.147054,-0.147054,-0.147054,-0.147054,-0.147054,-0.147054,-0.147054,-0.147054,-0.147054,-0.147054,-0.59057,0.332629,0.430238,-0.448088,0.661018,1.099796,1.508268,0.502475,1.056778,0.655671,0.421381,0.2964,1.670285,1.089167,0.830251,1.385197,0.972892,-0.166112,-0.166112,-0.166112,-0.166112,-0.166112,-0.166112,-0.166112,-0.166112,-0.166112,-0.166112,-0.166112,-0.166112
668,0.140234,-0.369877,0.20425,-0.014822,0.754052,0.14378,-0.914504,0.654049,0.637431,0.416385,1.339345,0.683515,0.697791,0.019654,-0.291877,-0.626429,0.057931,-0.140582,-0.140582,-0.140582,-0.140582,-0.140582,-0.140582,-0.140582,-0.140582,-0.140582,-0.140582,-0.140582,-0.140582,1.573075,0.921598,1.707867,0.161177,0.086924,1.148409,0.337903,1.131147,0.827648,-0.662873,-0.106739,-0.584861,0.577382,-0.23226,-0.041939,-0.135351,-0.01166,-0.200853,-0.200853,-0.200853,-0.200853,-0.200853,-0.200853,-0.200853,-0.200853,-0.200853,-0.200853,-0.200853,-0.200853,-0.380909,0.071183,-0.57646,0.333769,-0.614851,-1.159886,-0.835879,-1.065776,-0.694687,-0.415177,-1.060438,-0.720046,-0.661888,-0.12733,-0.966278,-0.953517,-0.640127,-0.418992,-0.418992,-0.418992,-0.418992,-0.418992,-0.418992,-0.418992,-0.418992,-0.418992,-0.418992,-0.418992,-0.418992,1.143319,0.860243,-0.794794,-0.339788,0.121198,-0.584712,-0.557366,0.313233,-0.232751,-0.756729,-1.141123,-0.652971,-0.015043,-0.055279,-0.620017,-0.342238,-0.252108,-0.54594,-0.54594,-0.54594,-0.54594,-0.54594,-0.54594,-0.54594,-0.54594,-0.54594,-0.54594,-0.54594,-0.54594
671,-0.276297,-0.515333,-0.303418,0.416271,0.399105,0.186611,-0.224274,0.286523,1.000247,0.228321,0.335146,-0.846979,0.964049,1.921468,0.255291,0.086748,0.412131,-0.42891,-0.42891,-0.42891,-0.42891,-0.42891,-0.42891,-0.42891,-0.42891,-0.42891,-0.42891,-0.42891,-0.42891,-0.007477,-0.056296,-0.000465,0.57124,0.008457,-0.248467,-0.343158,-0.47322,-0.228911,0.167557,0.508819,1.2436,1.457643,1.881017,0.540299,-0.09388,1.28343,-0.604872,-0.604872,-0.604872,-0.604872,-0.604872,-0.604872,-0.604872,-0.604872,-0.604872,-0.604872,-0.604872,-0.604872,-0.350857,-0.248512,0.178466,-0.745975,-0.134395,0.443879,-0.886864,-0.550744,-1.024655,-0.375882,-0.509001,1.436732,0.774628,1.634809,-0.010288,-0.697873,0.1988,-0.488336,-0.488336,-0.488336,-0.488336,-0.488336,-0.488336,-0.488336,-0.488336,-0.488336,-0.488336,-0.488336,-0.488336,-0.511722,0.274262,1.106861,0.248318,1.012423,0.202626,-0.7321,-0.985002,-1.193874,-0.517094,-0.760178,1.579964,1.823971,1.324901,-0.209625,-0.640264,0.998256,-0.711349,-0.711349,-0.711349,-0.711349,-0.711349,-0.711349,-0.711349,-0.711349,-0.711349,-0.711349,-0.711349,-0.711349
673,0.059217,0.034537,-0.703441,0.188652,-0.270353,1.420526,0.467766,0.209594,-0.496505,1.239908,0.241493,-0.258381,1.944521,-1.037235,0.250967,-0.106169,0.012665,0.677202,0.677202,0.677202,0.677202,0.677202,0.677202,0.677202,0.677202,0.677202,0.677202,0.677202,0.677202,1.208937,1.136594,-0.499356,-0.812315,0.707096,0.155801,0.451774,0.854111,1.211973,0.227121,-0.626188,-0.094155,-0.057997,-0.074075,-0.289063,-0.685688,-0.422618,0.994176,0.994176,0.994176,0.994176,0.994176,0.994176,0.994176,0.994176,0.994176,0.994176,0.994176,0.994176,1.791713,1.39226,-0.166716,0.290893,0.28494,1.040583,0.056155,1.119458,1.65977,-0.302015,0.164696,1.381299,-0.241382,0.089011,-0.454603,-0.398362,0.224597,1.994459,1.994459,1.994459,1.994459,1.994459,1.994459,1.994459,1.994459,1.994459,1.994459,1.994459,1.994459,2.949133,2.85651,0.03953,-0.196953,0.526687,1.241737,0.728226,1.404666,1.428818,0.501017,-0.354263,0.445184,0.060328,0.075293,-0.170387,-0.506187,-0.00847,2.176163,2.176163,2.176163,2.176163,2.176163,2.176163,2.176163,2.176163,2.176163,2.176163,2.176163,2.176163
674,0.159647,0.486734,-0.427878,-0.339589,0.098077,-0.984486,-1.402491,-2.461083,-1.537728,-2.801203,-0.073355,-0.375821,0.599222,-0.306479,0.488359,1.466923,-0.806682,-0.526387,-0.526387,-0.526387,-0.526387,-0.526387,-0.526387,-0.526387,-0.526387,-0.526387,-0.526387,-0.526387,-0.526387,0.148313,0.246002,-0.668498,-0.019517,-0.081029,-0.442929,-1.438547,0.47613,-0.465335,0.255972,-0.970881,-1.04399,-1.004627,-1.063758,-1.35522,-1.536536,-1.2567,-0.609516,-0.609516,-0.609516,-0.609516,-0.609516,-0.609516,-0.609516,-0.609516,-0.609516,-0.609516,-0.609516,-0.609516,0.523665,0.055528,-0.72964,-0.137866,-0.969145,-0.272184,-0.129656,0.234659,-0.559589,1.195815,0.167808,1.296368,-0.079204,0.129365,-0.679684,-0.341613,-0.499891,-0.553601,-0.553601,-0.553601,-0.553601,-0.553601,-0.553601,-0.553601,-0.553601,-0.553601,-0.553601,-0.553601,-0.553601,2.640019,1.94214,-0.509625,-0.285135,-0.045586,0.215415,0.059958,2.481202,2.290741,1.945804,0.32887,0.45393,-0.028028,0.197084,-0.397637,-0.584859,-0.433039,-0.619455,-0.619455,-0.619455,-0.619455,-0.619455,-0.619455,-0.619455,-0.619455,-0.619455,-0.619455,-0.619455,-0.619455
675,3.827951,3.611472,1.072536,0.011866,-1.237348,-2.430081,1.906086,-1.353229,1.37151,0.559795,0.98907,0.054083,0.86901,-0.523104,-1.289551,-0.332511,1.033733,-0.645412,-0.645412,-0.645412,-0.645412,-0.645412,-0.645412,-0.645412,-0.645412,-0.645412,-0.645412,-0.645412,-0.645412,1.72113,1.661796,-0.369476,-0.770166,1.651762,1.638387,0.867987,-0.634153,-0.688902,-0.390689,0.44809,0.820804,-0.76807,0.309301,0.522439,-0.897848,-0.917862,-0.617256,-0.617256,-0.617256,-0.617256,-0.617256,-0.617256,-0.617256,-0.617256,-0.617256,-0.617256,-0.617256,-0.617256,2.106341,0.907635,-0.141963,-1.072729,0.783604,3.638109,-0.386396,-0.680448,-0.692301,-0.407816,-0.574887,0.122152,-0.716708,0.612923,1.294055,-0.021745,-0.866413,-0.397237,-0.397237,-0.397237,-0.397237,-0.397237,-0.397237,-0.397237,-0.397237,-0.397237,-0.397237,-0.397237,-0.397237,0.748259,-0.392799,-1.064287,-0.027294,1.437477,1.707024,0.248429,0.001483,-0.976776,-0.322977,0.079298,0.088751,-0.61141,0.422761,0.111868,-0.914579,-1.001922,-0.182449,-0.182449,-0.182449,-0.182449,-0.182449,-0.182449,-0.182449,-0.182449,-0.182449,-0.182449,-0.182449,-0.182449
676,-0.16036,-0.199608,-0.445996,1.065382,-0.876013,0.770006,0.97943,0.600752,0.971898,0.340554,0.787013,0.938437,0.832206,0.803001,-0.014571,-0.163949,-0.636099,-0.514074,-0.514074,-0.514074,-0.514074,-0.514074,-0.514074,-0.514074,-0.514074,-0.514074,-0.514074,-0.514074,-0.514074,0.807708,0.468605,0.445013,1.307748,1.940383,2.536883,0.772879,-0.53658,-0.406222,-0.478156,-0.832563,-0.677022,0.342431,0.072793,-0.504298,-0.706069,-0.849951,-0.378869,-0.378869,-0.378869,-0.378869,-0.378869,-0.378869,-0.378869,-0.378869,-0.378869,-0.378869,-0.378869,-0.378869,2.892309,2.13815,0.348817,-0.712067,0.764322,0.681791,1.283742,-0.869807,-1.220125,-1.209358,-0.826969,-0.880939,-1.016882,-0.653791,-0.854434,-1.069337,-0.841431,-0.47338,-0.47338,-0.47338,-0.47338,-0.47338,-0.47338,-0.47338,-0.47338,-0.47338,-0.47338,-0.47338,-0.47338,3.041944,2.657736,1.187018,-0.57483,-0.472928,1.767936,0.087299,-0.753105,-0.807581,-0.973606,-1.119286,-0.932594,-0.434803,-0.373189,-0.926541,-0.904716,-0.341596,-0.462215,-0.462215,-0.462215,-0.462215,-0.462215,-0.462215,-0.462215,-0.462215,-0.462215,-0.462215,-0.462215,-0.462215
679,-0.539881,-0.482359,-0.713486,0.634006,-0.652767,0.607687,-0.23192,1.011491,-0.55388,0.182784,0.921718,0.574006,0.039519,1.129729,-0.145765,1.073324,0.106466,-0.441222,-0.441222,-0.441222,-0.441222,-0.441222,-0.441222,-0.441222,-0.441222,-0.441222,-0.441222,-0.441222,-0.441222,-0.78271,-0.605286,-0.868503,1.322432,-1.044216,-1.045411,-0.745377,-1.413032,-1.119872,-1.042822,-1.074899,-0.69872,-1.185027,-1.326947,-0.634659,-0.909792,-0.84583,-0.484131,-0.484131,-0.484131,-0.484131,-0.484131,-0.484131,-0.484131,-0.484131,-0.484131,-0.484131,-0.484131,-0.484131,-0.423904,-0.2606,-0.772337,1.781461,0.364303,0.132806,1.410686,0.318931,0.429453,-0.242981,0.491203,0.42757,-0.187636,0.005342,0.092036,0.50047,0.519241,-0.035559,-0.035559,-0.035559,-0.035559,-0.035559,-0.035559,-0.035559,-0.035559,-0.035559,-0.035559,-0.035559,-0.035559,-0.712362,-0.037515,-0.942076,-0.371977,-0.518996,-0.898297,0.707386,-0.440031,-0.20992,0.220591,0.364548,0.267212,0.897681,0.160709,0.613824,0.364832,0.196454,-0.104849,-0.104849,-0.104849,-0.104849,-0.104849,-0.104849,-0.104849,-0.104849,-0.104849,-0.104849,-0.104849,-0.104849
680,-0.876182,-0.198193,-0.59384,0.395091,-0.964323,1.980795,-0.525432,0.153535,0.426218,-0.379079,0.439688,0.530564,0.413748,-0.055756,-0.444466,0.387783,0.11841,-0.706977,-0.706977,-0.706977,-0.706977,-0.706977,-0.706977,-0.706977,-0.706977,-0.706977,-0.706977,-0.706977,-0.706977,-0.837706,-0.393973,-0.809799,0.791771,0.635634,0.900837,0.407762,-0.270985,0.199417,-0.122499,0.122591,-0.128369,-0.592551,-1.129337,-0.394164,-0.423397,-0.726909,-0.739545,-0.739545,-0.739545,-0.739545,-0.739545,-0.739545,-0.739545,-0.739545,-0.739545,-0.739545,-0.739545,-0.739545,-0.681072,1.057447,0.718428,1.162423,1.667855,1.46778,0.798497,-0.385588,-0.317179,-0.87907,0.016096,-0.598126,-0.717057,-0.680129,-0.476746,-0.840777,-0.953334,-0.654218,-0.654218,-0.654218,-0.654218,-0.654218,-0.654218,-0.654218,-0.654218,-0.654218,-0.654218,-0.654218,-0.654218,-0.526682,0.441112,-0.152511,-0.5641,1.753128,2.137758,0.532566,-0.549369,0.425496,-0.383549,0.190602,-0.022379,-0.760815,-0.830409,-0.113475,-0.027254,-0.23015,-0.678676,-0.678676,-0.678676,-0.678676,-0.678676,-0.678676,-0.678676,-0.678676,-0.678676,-0.678676,-0.678676,-0.678676
682,0.288244,0.306263,0.801804,0.234402,0.106231,-1.057646,-0.027056,0.355276,-0.018854,0.251425,0.620869,1.471814,0.505364,1.016406,-0.344386,0.274986,-0.008513,-0.583847,-0.583847,-0.583847,-0.583847,-0.583847,-0.583847,-0.583847,-0.583847,-0.583847,-0.583847,-0.583847,-0.583847,0.915385,1.078151,1.303226,0.026166,1.837882,0.78719,0.946169,0.295678,0.421549,0.444559,0.529233,0.911075,0.975668,0.86826,0.669747,0.645648,-0.156623,-0.250388,-0.250388,-0.250388,-0.250388,-0.250388,-0.250388,-0.250388,-0.250388,-0.250388,-0.250388,-0.250388,-0.250388,0.002758,0.375649,0.491236,-0.629117,0.234858,-0.742411,0.173385,-0.566215,-0.133141,-0.008643,0.036396,-0.062959,0.014597,0.009291,0.747392,0.365666,-0.469196,-0.617507,-0.617507,-0.617507,-0.617507,-0.617507,-0.617507,-0.617507,-0.617507,-0.617507,-0.617507,-0.617507,-0.617507,0.259801,0.1664,1.357753,-0.021929,0.401991,-0.892197,0.479805,-0.56643,-0.307913,-0.087356,0.41328,-0.083914,2.077818,1.267015,0.161474,0.160806,-0.677923,-0.435668,-0.435668,-0.435668,-0.435668,-0.435668,-0.435668,-0.435668,-0.435668,-0.435668,-0.435668,-0.435668,-0.435668
683,1.505429,0.793212,1.553381,0.230166,-0.356908,-1.249092,0.917382,0.153073,0.877076,0.600046,0.567712,0.032759,0.424158,0.899998,0.22525,-0.065707,1.001723,-0.682351,-0.682351,-0.682351,-0.682351,-0.682351,-0.682351,-0.682351,-0.682351,-0.682351,-0.682351,-0.682351,-0.682351,2.412683,2.228657,1.931209,-0.137941,1.143743,0.586807,-0.087204,0.8444,-0.391285,0.31654,-0.13484,0.119747,-0.165796,-0.291174,-0.486416,-0.803868,-0.323207,-0.553789,-0.553789,-0.553789,-0.553789,-0.553789,-0.553789,-0.553789,-0.553789,-0.553789,-0.553789,-0.553789,-0.553789,1.574695,0.259071,-0.061621,-0.939337,-0.623409,0.381238,-0.803949,-0.582327,-0.666393,-0.858018,-0.899567,-0.464479,-1.269567,-0.888548,-1.035174,-1.261257,-0.413865,-0.636543,-0.636543,-0.636543,-0.636543,-0.636543,-0.636543,-0.636543,-0.636543,-0.636543,-0.636543,-0.636543,-0.636543,0.703672,0.357433,0.32865,0.1085,-0.264055,-0.104072,-0.475993,-0.02471,-0.528125,-0.666781,-1.057203,-0.612663,-1.212376,-1.091155,-1.172278,-0.934218,-0.846874,-0.558193,-0.558193,-0.558193,-0.558193,-0.558193,-0.558193,-0.558193,-0.558193,-0.558193,-0.558193,-0.558193,-0.558193
685,-0.901138,-0.808483,1.259502,1.489838,0.361297,0.502769,0.448119,0.463714,0.787552,0.827262,0.839198,0.098143,0.514306,0.693427,0.223567,0.52463,-0.015203,0.225728,0.225728,0.225728,0.225728,0.225728,0.225728,0.225728,0.225728,0.225728,0.225728,0.225728,0.225728,0.049528,-0.062092,2.29852,1.123383,0.21561,1.907963,0.451873,0.314138,-0.528552,-0.417362,-0.425062,-0.186772,-0.353122,-0.588517,-1.03681,-0.577466,-0.4791,0.172206,0.172206,0.172206,0.172206,0.172206,0.172206,0.172206,0.172206,0.172206,0.172206,0.172206,0.172206,-0.075778,0.403137,1.278094,0.928147,0.224183,-0.054988,1.361606,-0.641385,-0.337056,-0.391227,-0.481986,-0.272645,-1.055902,-0.766028,-0.983412,-0.95867,-0.87608,0.305723,0.305723,0.305723,0.305723,0.305723,0.305723,0.305723,0.305723,0.305723,0.305723,0.305723,0.305723,1.676128,1.374466,1.66202,0.105483,-0.449836,1.492627,-0.108285,-0.399633,-0.771369,-0.937987,-0.372968,-0.536778,-0.240507,-0.918327,-0.709075,-0.728741,-0.669269,-0.304974,-0.304974,-0.304974,-0.304974,-0.304974,-0.304974,-0.304974,-0.304974,-0.304974,-0.304974,-0.304974,-0.304974
686,0.56367,0.437996,2.021175,1.170578,-0.560945,-1.086076,0.466353,0.667055,1.126942,0.613098,1.138943,0.074505,0.380977,-0.117629,0.188689,0.916329,0.028482,-0.612577,-0.612577,-0.612577,-0.612577,-0.612577,-0.612577,-0.612577,-0.612577,-0.612577,-0.612577,-0.612577,-0.612577,2.415728,2.731762,2.329782,2.075664,3.547071,1.783655,1.986134,1.16246,0.306774,1.180921,0.134215,-0.330921,-0.185246,-0.167952,-0.684485,0.000774,0.250201,-0.304567,-0.304567,-0.304567,-0.304567,-0.304567,-0.304567,-0.304567,-0.304567,-0.304567,-0.304567,-0.304567,-0.304567,0.572831,0.343971,1.202353,-0.416139,1.05017,-0.424302,-0.345164,-0.397017,-0.727971,-0.442333,-0.773018,-0.804444,-0.43213,-0.656508,-0.6854,-0.71194,-0.921433,-0.610708,-0.610708,-0.610708,-0.610708,-0.610708,-0.610708,-0.610708,-0.610708,-0.610708,-0.610708,-0.610708,-0.610708,0.946141,0.702772,-0.72288,-0.780365,0.423329,0.268166,1.022018,-0.009688,-0.744069,0.393803,-0.546477,-0.276288,-1.13822,-0.518748,-1.056659,-0.602913,-0.163676,-0.388699,-0.388699,-0.388699,-0.388699,-0.388699,-0.388699,-0.388699,-0.388699,-0.388699,-0.388699,-0.388699,-0.388699
687,-0.074922,0.172621,-0.473589,-0.720837,0.023986,0.185507,-0.873402,-2.255089,-1.790948,3.492393,-0.91067,-1.48459,0.186425,0.260542,-0.550765,-0.684677,-0.240048,-0.689533,-0.689533,-0.689533,-0.689533,-0.689533,-0.689533,-0.689533,-0.689533,-0.689533,-0.689533,-0.689533,-0.689533,-0.975529,-0.462921,-0.830805,-0.581586,-0.967088,-1.232258,-1.12797,-0.949272,-0.681492,-0.18652,-0.365936,-0.561021,-0.520328,-0.142541,-0.787472,-0.700707,-0.516209,-0.78134,-0.78134,-0.78134,-0.78134,-0.78134,-0.78134,-0.78134,-0.78134,-0.78134,-0.78134,-0.78134,-0.78134,-0.628701,0.253381,0.253512,-0.902907,0.131073,-0.739441,-1.196262,-1.226597,-0.503056,0.366567,-1.003728,-1.134653,-0.824093,-0.843149,-1.130449,-0.818549,-1.168594,-0.720843,-0.720843,-0.720843,-0.720843,-0.720843,-0.720843,-0.720843,-0.720843,-0.720843,-0.720843,-0.720843,-0.720843,-0.849289,0.54129,0.096266,0.480342,1.048967,0.530856,-1.702372,-1.416908,-1.213121,-0.320851,-1.040738,-1.341205,-1.263135,-1.101135,-1.010898,-1.149781,-1.050615,-0.825706,-0.825706,-0.825706,-0.825706,-0.825706,-0.825706,-0.825706,-0.825706,-0.825706,-0.825706,-0.825706,-0.825706
688,-0.348621,-0.658222,0.50761,0.717316,0.22452,-0.321161,-0.267281,1.174139,-0.074501,-0.08661,-0.433776,0.387654,0.140464,-0.898765,-0.38764,0.604098,1.373851,-0.582821,-0.582821,-0.582821,-0.582821,-0.582821,-0.582821,-0.582821,-0.582821,-0.582821,-0.582821,-0.582821,-0.582821,0.0139,-0.227821,1.494948,0.022903,-0.613947,-0.731018,-0.561072,-0.190771,-0.470075,-0.66214,-0.094048,-0.193066,-0.032803,0.093619,-0.293203,-0.373198,-0.293942,-0.649763,-0.649763,-0.649763,-0.649763,-0.649763,-0.649763,-0.649763,-0.649763,-0.649763,-0.649763,-0.649763,-0.649763,0.159071,-0.669838,0.553697,-0.396523,-0.835572,-0.611461,-0.753492,-0.583597,-0.944587,-0.910053,-0.775956,-1.131081,-0.731309,-0.374837,-0.697006,-0.598791,-0.82319,-0.651499,-0.651499,-0.651499,-0.651499,-0.651499,-0.651499,-0.651499,-0.651499,-0.651499,-0.651499,-0.651499,-0.651499,-0.041275,-0.795262,1.065336,-0.393771,-0.342373,-1.253163,-1.137904,-0.669132,-1.197821,-1.242447,-0.971517,-1.004673,-0.674502,-0.841971,-0.908966,-0.486208,-0.699014,-0.774654,-0.774654,-0.774654,-0.774654,-0.774654,-0.774654,-0.774654,-0.774654,-0.774654,-0.774654,-0.774654,-0.774654
